Title;Artist;Year;Duo;Explicit;"Date Added"
"Rainy Night In Georgia";"Brook Benton";1970;0;0;2011-05-31
"Rainy Night In Georgia";"Conway Twitty";1994;1;0;2013-12-03
"Rainy Night In Georgia";"Randy Crawford";1981;0;0;2012-01-10
"Rainy Season";"Hunter Hayes";2011;0;0;2014-06-25
"Raise Your Glass";Pink;2010;0;0;2012-07-15
"Raise Your Glass";Glee;2011;0;0;2011-06-28
"Raise Your Voice";"Sister Act";2009;0;0;2011-11-19
"Ramblin' Fever";"Merle Haggard";1977;0;0;2011-05-31
"Ramblin' Man";"The Allman Brothers Band";1973;0;0;2011-05-30
"Ramblin' Rose";"Nat King Cole";1962;0;0;2011-05-30
Rame;"Alain Souchon";1980;0;0;2013-05-22
Ramona;"Blue Diamonds";1960;0;0;2011-08-22
Ramona;Beck;2010;0;0;2013-06-10
Ramona;"Tuomari Nurmio";1990;0;0;2013-01-29
"Rape Me";Nirvana;1993;0;0;2012-05-02
"Rapid Hope Loss";"Dashboard Confessional";2004;0;0;2013-04-21
"Rapper's Delight";"Sugarhill Gang";1979;0;0;2012-01-27
"Rappin' Rodney";"Rodney Dangerfield";1983;0;0;2011-05-30
Rapture;Blondie;1980;0;0;2011-05-31
Rapunzel;"Daniela Mercury";1997;0;0;2011-12-26
Rasputin;"Boney M";1978;0;0;2011-05-31
"Rather Be";"Clean Bandit";2014;0;0;2014-03-19
Rattled;"The Traveling Wilburys";1988;0;0;2013-12-11
"Rave On";"Cliff Richard";2013;0;0;2014-03-16
"Rave On";"Buddy Holly";1958;0;0;2011-09-30
Rawhide;"TV Theme";1959;0;0;2007-06-11
"Ray Charles";"Chiddy Bang";2011;0;0;2013-12-07
"Ray Ray's Juke Joint";"Jamey Johnson";2006;0;0;2013-01-23
"Rayon de soleil";"William Baldé";2008;0;0;2011-05-30
"Rayos de sol";"Jose De Rico";2011;0;0;2013-09-27
"Razzle Dazzle";"Chicago (The Musical)";1975;0;0;2011-05-31
Re-Align;Godsmack;2003;0;0;2011-10-31
Reach;"S Club 7";2000;0;0;2008-06-25
Reach;"Gloria Estefan";1996;0;0;2011-05-31
"Reach For Me";Smash;2013;0;0;2013-05-23
"Reach For The Sky";"Social Distortion";2005;0;0;2012-02-09
"Reach Out";"Hilary Duff";2008;0;0;2011-05-31
"Reach Out (I'll Be There)";"The Four Tops";1966;0;0;2011-05-30
"Reach Up For The Sunrise";"Duran Duran";2004;0;0;2013-09-27
"Read All About It";"Professor Green";2011;0;0;2013-08-10
"Read All About It (Pt. III)";"Emeli Sandé";2012;0;0;2012-07-15
Ready;"Kelly Clarkson";2009;0;0;2011-05-31
"Ready 2 Go";"Martin Solveig";2011;0;0;2011-12-04
"Ready For A Miracle";"LeAnn Rimes";2007;0;0;2011-05-30
"Ready For Love";"India Arie";2001;0;0;2011-05-31
"Ready For Love";"Adam Brand";2009;0;0;2012-06-06
"Ready For Love";"Bad Company";1974;0;0;2012-10-07
"Ready For Your Love";"Gorgon City";2014;0;0;2014-04-30
"Ready Or Not";"Bridgit Mendler";2012;0;0;2012-11-06
"Ready Or Not";"The Fugees";1996;0;0;2013-12-03
"Ready Set Go";"Tokio Hotel";2007;0;0;2011-08-23
"Ready Teddy";"Elvis Presley";1956;0;0;2011-05-30
"Ready To Fall";"Joey Fatone";2001;0;0;2012-09-04
"Ready To Fall";"Rise Against";2006;0;0;2012-02-09
"Ready To Fly";FFH;2003;0;0;2013-10-09
"Ready To Fly";"Richard Marx";2004;0;0;2011-11-09
"Ready To Love Again";"Lady Antebellum";2010;0;0;2011-05-30
"Ready, Set, Don't Go";"Billy Ray Cyrus";2007;0;0;2011-05-30
"Real Gone Kid";"Deacon Blue";1988;0;0;2014-05-30
"Real Love";"Mary J. Blige";1992;0;0;2011-07-16
"Real Love";"Sarah Connor";2010;0;0;2013-07-03
"Real Love";"Toby Lightman";2004;0;0;2013-12-05
"Real Wild Child";"Iggy Pop";1986;0;0;2012-02-14
"Real World";"Big & Rich";2005;0;0;2014-05-07
Reality;"Richard Sanderson";1980;0;0;2007-05-04
Realize;"Colbie Caillat";2008;0;0;2008-07-17
"Really Don't Care";"Demi Lovato";2013;0;0;2013-08-18
Rearviewmirror;"Pearl Jam";1993;0;0;2012-08-27
"Reason To Believe";"Rod Stewart";1971;0;0;2014-06-30
Reasons;"Earth, Wind & Fire";1975;0;0;2011-12-27
"Rebel Rebel";"David Bowie";1974;0;0;2011-12-04
"Rebel Yell";"Billy Idol";1984;0;0;2011-05-31
"Rebellion (Lies)";"Arcade Fire";2005;0;0;2013-11-12
"Rebirth Of Slick (Cool Like Dat)";"Digable Planets";1992;0;0;2013-11-20
"Recover Your Soul";"Elton John";1997;0;0;2012-07-03
Recovery;"James Arthur";2013;0;0;2014-01-16
Recuerdame;"La 5a estación";2009;1;0;2013-07-25
Red;"Daniel Merriweather";2009;0;0;2012-04-13
Red;"Taylor Swift";2012;0;0;2012-11-28
"Red Blooded Woman";"Kylie Minogue";2003;0;0;2013-04-19
"Red Dirt Road";"Brooks & Dunn";2003;0;0;2011-10-20
"Red Dirt Road";Sugarland;2010;0;0;2011-05-30
"Red Hands";"Walk Off The Earth";2012;0;0;2013-07-25
"Red High Heels";"Kellie Pickler";2006;0;0;2011-05-30
"Red Hot Moon";Rancid;2003;0;0;2013-12-04
"Red Hot Salsa";"Dave Sheriff";1998;0;0;2011-05-31
"Red House";"The Jimi Hendrix Experience";1967;0;0;2013-09-10
"Red Light";"David Nail";2008;0;0;2011-12-13
"Red Light Special";TLC;1994;0;0;2013-01-03
"Red Light Spells Danger";"Billy Ocean";1977;0;0;2014-06-14
"Red Ragtop";"Tim McGraw";2002;0;0;2012-07-25
"Red Rain";"Peter Gabriel";1986;0;0;2013-09-27
"Red Red Wine";"Neil Diamond";1968;0;0;2011-05-30
"Red River Valley";"Marty Robbins";1960;0;0;2013-02-27
"Red Roses For My Lady";"Engelbert Humperdinck";1989;0;0;2013-05-30
"Red Sky";Thrice;2006;0;0;2011-11-25
"Red Solo Cup";"Toby Keith";2011;0;0;2012-06-23
"Red White & Pink-Slip Blues";"Hank Williams, Jr.";2009;0;0;2011-10-20
"Red White and Blue";"Lynyrd Skynyrd";2003;0;0;2012-02-22
"Red, Red Wine";UB40;1983;0;0;2011-05-31
"Redemption Song";"Stevie Wonder";1996;0;0;2013-10-26
"Redemption Song";"Bob Marley";1979;0;0;2011-05-30
"Redemption Song";"Yannick Noah";2012;0;0;2012-07-30
"Redneck 12 Days Of Christmas";"Jeff Foxworthy";1996;0;0;2011-12-09
"Redneck Crazy";"Tyler Farr";2013;0;0;2013-10-18
"Redneck Girl";"The Bellamy Brothers";1982;0;0;2011-07-16
"Redneck Woman";"Gretchen Wilson";2004;0;0;2007-05-04
"Redneck Yacht Club";"Craig Morgan";2005;0;0;2013-02-27
"Reelin' and Rockin'";"Chuck Berry";1958;0;0;2012-11-23
"Reelin' In The Years";"Steely Dan";1972;0;0;2011-10-29
"Reet Petite";"The Overtones";2012;0;0;2013-02-27
"Reet Petite";"Jackie Wilson";1957;0;0;2011-05-31
"Reflections Of My Life";Marmalade;1970;0;0;2011-07-30
Refugee;"Tom Petty";1979;0;0;2013-04-12
"Regarde les riches";"Patricia Kaas";1990;0;0;2012-09-15
"Reggae Night";"Jimmy Cliff";1983;0;0;2013-06-03
"Regresa a mi";"Il Divo";2006;0;0;2013-02-04
Regulate;"Warren G";1994;0;0;2013-11-29
Rehab;"Amy Winehouse";2006;0;0;2007-10-18
Rehab;Glee;2009;0;0;2011-05-30
Relator;"Pete Yorn";2009;1;0;2011-05-30
Relax;"Frankie Goes to Hollywood";1983;0;0;2012-08-24
"Relax (Take It Easy)";Mika;2007;0;0;2007-05-16
"Relax, Take It Easy (Acoustic)";Mika;2007;0;0;2011-05-31
"Release Me";"Elvis Presley";1970;0;0;2011-05-31
"Release Me";"Engelbert Humperdinck";1966;0;0;2011-05-31
"Release Me";"Agnes Carlsson";2008;0;0;2011-05-30
"Release Me";"Wilson Phillips";1990;0;0;2013-07-05
"Relight My Fire";"Take That";1993;0;0;2011-05-31
Remedy;"Abandoned Pools";2002;0;0;2012-09-21
"Remember (Walking In The Sand)";"The Shangri-Las";1979;0;0;2011-10-31
"Remember December";"Demi Lovato";2009;0;0;2011-05-30
"Remember Me";"Diana Ross";1971;0;0;2011-05-31
"Remember Me";T.I.;2009;0;0;2013-12-06
"Remember Me";"1930s Standards";1937;0;0;2011-05-31
"Remember Me This Way";"Jordan Hill";1995;0;0;2011-05-31
"Remember That";"Jessica Simpson";2008;0;0;2012-05-02
"Remember The Time";"Michael Jackson";1992;0;0;2011-05-31
"Remember Then";"The Earls";1963;0;0;2012-03-27
"Remember When";"Alan Jackson";2003;0;0;2007-05-04
"Remember When";"Avril Lavigne";2011;0;0;2011-07-02
"Remember When It Rained";"Josh Groban";2003;0;0;2011-05-31
"Remembering The First Time";"Simply Red";1995;0;0;2011-05-31
"Remind Me";"Brad Paisley";2011;1;0;2013-05-15
Reminiscing;"Little River Band";1978;0;0;2011-05-30
Rendezvous;"Craig David";2001;0;0;2013-07-24
Renegade;"Chris Daughtry";2011;0;0;2012-02-14
Rent;Rent;1996;0;0;2013-10-08
Repartir;"Le Roi Soleil";2005;1;0;2012-09-27
Replay;Zendaya;2013;0;0;2013-11-10
Replay;Iyaz;2009;0;0;2011-05-30
Reptilia;"The Strokes";2004;0;0;2012-01-16
"Requiem Aeternam";"Le Roi Soleil";2005;0;0;2012-11-22
"Requiem pour un con";"Serge Gainsbourg";1991;0;0;2011-05-31
"Rescue Me";"Fontella Bass";1979;0;0;2011-05-30
Respect;"Aretha Franklin";1967;0;0;2007-07-18
Respect;"Alliance Ethnik";1995;0;0;2013-11-25
"Respect Yourself";"Bruce Willis";1987;0;0;2011-06-01
Respectable;"Mel and Kim";1987;0;0;2012-03-06
Respire;"Mickey 3D";2003;0;0;2011-05-31
"Rest In Peace";Extreme;1992;0;0;2011-11-16
Reste;"Claude François";1968;0;0;2011-05-30
Reste;"Charles Aznavour";1965;0;0;2011-08-06
"Retiens la nuit";"Johnny Hallyday";1962;0;0;2011-12-28
Retrograde;"James Blake";2013;0;0;2013-08-10
"Return To Innocence";Enigma;1994;0;0;2011-05-31
"Return To Me";"Dean Martin";1958;0;0;2014-04-24
"Return To Sender";"Elvis Presley";1962;0;0;2011-05-31
"Reuben James";"Kenny Rogers And The First Edition";1969;0;0;2011-05-30
Reunited;"Peaches And Herb";1978;0;0;2011-12-22
Rêveries;"Hervé Vilard";1977;0;0;2011-05-31
"Rêves d'enfants";Shy'm;2007;0;0;2011-09-06
Reviens;Garou;2003;0;0;2012-10-02
"Reviens, mon amour reviens";"Christian Delagrange";1973;0;0;2013-06-04
"Revolting Children";"Matilda The Musical";2011;0;0;2012-07-22
Revolution;"The Beatles";1968;0;0;2011-11-16
Revolution;"Jars Of Clay";2003;0;0;2012-07-23
Revolution;"Stone Temple Pilots";2002;0;0;2012-01-11
Rewind;"Paolo Nutini";2006;0;0;2011-05-31
Rewind;"Rascal Flatts";2014;0;0;2014-06-20
"Rewrite This Story";Smash;2013;1;0;2013-04-24
"Rhinestone Cowboy";"Glen Campbell";1972;0;0;2011-11-17
"Rhum And Coca-Cola";"Arielle Dombasle";2008;0;0;2011-05-30
"Rhythm Divine";"Enrique Iglesias";1999;0;0;2011-11-19
"Rhythm Is Gonna Get You";"Gloria Estefan";1987;0;0;2012-01-02
"Rhythm Is Love";"Keziah Jones";1992;0;0;2011-05-30
"Rhythm Of Love";"DJ Company";1997;0;0;2013-11-29
"Rhythm Of Love";"Plain White T's";2010;0;0;2011-12-22
"Rhythm Of The Night";Corona;1994;0;0;2011-05-31
"Rhythm Of The Night";"Moulin Rouge!";2001;0;0;2011-05-30
"Rhythm Of The Night";DeBarge;1985;0;0;2012-09-13
"Rhythm Of The Rain";"The Cascades";1962;0;0;2012-05-23
"Rhythm Of The Rain";"Jason Donovan";1986;0;0;2011-10-10
"Ribbon In The Sky";"Stevie Wonder";1982;0;0;2011-05-31
"Rich Girl";"Hall & Oates";1975;0;0;2011-05-30
"Rich Girl";"Gwen Stefani";2004;0;0;2011-05-30
"Rich Girls";"The Virgins";2008;0;1;2011-05-30
"Rico Suave";Gerardo;1990;0;0;2011-07-07
Ride;"The Vines";2004;0;0;2012-04-05
Ride;"Martina McBride";2008;0;0;2011-05-30
Ride;"Lana Del Rey";2012;0;1;2013-01-14
"Ride A White Horse";Goldfrapp;2006;0;0;2013-11-14
"Ride Away";"Roy Orbison";1965;0;0;2012-05-20
"Ride Like The Wind";"Christopher Cross";1980;0;0;2011-11-21
"Ride On";"Christy Moore";1984;0;0;2013-11-10
"Ride The River";"Eric Clapton";2006;0;0;2013-11-04
"Riders On The Storm";"The Doors";1971;0;0;2011-10-05
"Ridin' Solo";"Jason Derülo";2010;0;0;2011-05-30
"Riding Daphne";"Infant Sorrow";2010;0;0;2013-07-22
"Riding Out The Storm";"Rodney Crowell";2003;0;0;2013-08-19
"Riding With The King";"Eric Clapton";2000;1;0;2011-10-21
"Ríe Y Llora";"Celia Cruz";2003;0;0;2013-08-30
"Rien à jeter";"Georges Brassens";1969;0;0;2012-05-10
"Rien n'est parfait";Tal;2012;0;0;2013-07-24
"Rien ne se finit";"Adam & Eve";2011;1;0;2012-02-08
"Rien qu'une larme";"Mike Brant";1973;0;0;2014-05-15
"Rien que des mots (Ti Amo)";"Umberto Tozzi";2002;1;0;2012-07-04
"Right Back Where We Started From";"Maxine Nightingale";1975;0;0;2011-09-20
"Right Before Your Eyes";Hoobastank;2003;0;0;2012-03-30
"Right Beside You";"Sophie B. Hawkins";1994;0;0;2011-10-31
"Right By My Side";"Nicki Minaj";2012;0;1;2013-01-10
"Right By Your Side";"James Morrison";2011;0;0;2012-06-15
"Right Down The Line";"Gerry Rafferty";1978;0;0;2012-09-16
"Right Here";Staind;2005;0;0;2012-03-20
"Right Here (Departed)";Brandy;2008;0;0;2011-05-30
"Right Here (Human Nature Radio Mix)";SWV;1993;0;0;2012-01-05
"Right Here Right Now";"Jesus Jones";1990;0;0;2011-12-04
"Right Here Waiting";Monica;1998;0;0;2012-10-19
"Right Here Waiting";"Richard Marx";1989;0;0;2011-05-31
"Right Here, Right Now";"Fatboy Slim";1999;0;0;2014-04-22
"Right Here, Right Now (My Heart Belongs to You)";Raffaëla;2006;0;0;2011-05-30
"Right Now";"Al B. Sure!";1992;0;0;2011-05-31
"Right Now";Rihanna;2012;0;0;2013-02-08
"Right Now";"The Pussycat Dolls";2005;0;0;2012-10-19
"Right Or Wrong";"Wanda Jackson";1961;0;0;2011-05-31
"Right Place Right Time";"Olly Murs";2012;0;0;2013-02-20
"Right Right Now Now";"Beastie Boys";2004;0;0;2012-06-04
"Right There";"Nicole Scherzinger";2011;0;0;2013-07-08
"Right Through You";"Alanis Morissette";1995;0;0;2013-10-08
"Right Time Of The Night";"Jennifer Warnes";1977;0;0;2011-11-01
"Right To Be Wrong";"Joss Stone";2004;0;0;2011-05-30
"Right Where You Want Me";"Jesse McCartney";2006;0;0;2011-05-31
"Righteous Love";"Joan Osborne";2001;0;0;2012-05-12
Righteously;"Lucinda Williams";2003;0;0;2012-06-13
"Rikki Don't Lose That Number";"Steely Dan";1976;0;0;2011-09-20
Rimes;Maurane;2009;0;0;2013-05-17
"Ring My Bell";"DJ Jazzy Jeff & The Fresh Prince";1990;0;0;2011-09-03
"Ring My Bell";"Anita Ward";1975;0;0;2011-05-31
"Ring Of Fire";"Johnny Cash";1963;0;0;2012-01-04
"Ring Of Fire";"Adam Lambert";2009;0;0;2011-05-30
"Ring Of Fire";"Alan Jackson";2010;0;0;2011-11-25
Rio;Maywood;1981;0;0;2011-06-28
Rio;"Duran Duran";1982;0;0;2012-09-11
"Rio De Janeiro Blue";"Randy Crawford";1981;0;0;2011-10-10
"Riot In Cell Block Number Nine";"The Blues Brothers";1980;0;0;2011-05-31
"Rip It Up";"Little Richard";1956;0;0;2011-12-08
Riptide;"Vance Joy";2013;0;0;2013-12-15
"Rise Like A Phoenix";"Conchita Wurst";2014;0;0;2014-05-22
"Rise Up";"Yves LaRock";2007;0;0;2011-05-31
River;"Emeli Sandé";2012;0;0;2012-07-22
"River Deep, Mountain High";Glee;2010;0;0;2011-05-30
"River Deep, Mountain High";"Neil Diamond";1993;0;0;2012-12-12
"River Deep, Mountain High";"Tina Turner";1966;0;0;2008-08-25
"River Lullaby";"Amy Grant";1998;0;0;2007-09-10
"River Of Deceit";"Mad Season";1995;0;0;2012-12-18
"River Of Dreams";"Billy Joel";1993;0;0;2007-06-01
"River Of Tears";"Eric Clapton";1998;0;0;2013-04-25
"Rivers of Babylon";"Boney M";1978;0;0;2011-11-29
Riverside;"Agnes Obel";2010;0;0;2011-07-09
"Riviera Life";"Caro Emerald";2010;0;0;2011-05-31
"Rize Of The Fenix";"Tenacious D";2012;0;0;2013-05-06
"Road Rage";Catatonia;1998;0;0;2012-04-26
"Road Trippin'";"Red Hot Chili Peppers";1999;0;0;2012-10-26
"Roadhouse Blues";"The Doors";1970;0;0;2011-11-03
Roads;Portishead;1994;0;0;2012-07-27
Roam;"The B-52's";1989;0;0;2012-01-23
Robot;"Miley Cyrus";2010;0;0;2011-05-31
"Roc Me Out";Rihanna;2011;0;0;2012-04-02
"Rock & Roll";"Eric Hutchinson";2007;0;0;2013-05-22
"Rock 'N Roll Dream";AC/DC;2008;0;0;2012-02-09
"Rock 'n' Roll Is King";"Electric Light Orchestra";1983;0;0;2011-05-31
"Rock 'n' Roll Medley";"Take That";1994;0;0;2012-08-14
"Rock 'n' Roll Train";AC/DC;2008;0;0;2012-05-15
"Rock And Roll (I Gave You The Best Years Of My Life)";"Kevin Johnson";1973;0;0;2012-12-10
"Rock And Roll All Nite";Kiss;1975;0;0;2011-05-31
"Rock And Roll Band";Boston;1976;0;0;2011-05-31
"Rock And Roll Dreams Come Through";"Meat Loaf";1993;0;0;2011-10-20
"Rock And Roll Girls";"John Fogerty";1985;0;0;2012-01-17
"Rock And Roll Is Here To Stay";Grease;1978;0;0;2011-05-30
"Rock And Roll Is Here To Stay";"Danny And The Juniors";1964;0;0;2012-11-06
"Rock and Roll Music";"Chuck Berry";1957;0;0;2012-07-01
"Rock And Roll Music";"The Beach Boys";1976;0;0;2011-12-26
"Rock And Roll Music";"The Beatles";1965;0;0;2011-05-30
"Rock And Roll Part Two";"Gary Glitter";1974;0;0;2012-11-29
"Rock Around The Clock";"Bill Haley & His Comets";1954;0;0;2008-03-07
"Rock Bottom";"Wynonna Judd";1993;0;0;2012-11-05
"Rock DJ";"Robbie Williams";2000;0;0;2011-05-31
"Rock Is Dead";"Tenacious D";2012;0;0;2013-01-21
"Rock Me Baby";"Tina Turner";1993;0;0;2012-09-05
"Rock Me Baby";"B.B. King";1964;0;0;2012-09-21
"Rock Me Right";"Susan Tedeschi";1998;0;0;2014-07-17
"Rock Me Sexy Jesus";"Hamlet 2";2008;0;1;2011-10-08
"Rock Me Tonight (For Old Times Sake)";"Freddie Jackson";1985;0;0;2012-10-15
"Rock Me Tonite";"Billy Squier";1984;0;0;2013-02-08
"Rock Medley 2010";"De Toppers";2010;0;0;2012-08-14
"Rock My World (Little Country Girl)";"Brooks & Dunn";1993;0;0;2011-10-08
"Rock n' Roll Party In The Streets";Axe;1982;0;0;2012-10-31
"Rock Of Ages";"Gospel Singer";2005;0;0;2011-05-30
"Rock Steady";"Bonnie Raitt";1995;0;0;2013-12-03
"Rock Steady";"Bad Company";1974;0;0;2014-07-01
"Rock That Body";"Black Eyed Peas";2010;0;0;2011-05-30
"Rock The Boat";"The Hues Corporation";1973;0;0;2011-12-27
"Rock The Boat";Aaliyah;2000;0;0;2011-05-30
"Rock The Night";Europe;1986;0;0;2011-05-31
"Rock This Party (Everybody Dance Now)";"Bob Sinclar";2006;0;1;2013-01-04
"Rock This Town";"The Stray Cats";1981;0;0;2011-05-31
"Rock This Town";"Brian Setzer";1998;0;0;2011-12-16
"Rock Your Baby";"George McCrae";1974;0;0;2011-05-31
"Rock'n Me";"Steve Miller Band";1976;0;0;2011-05-30
"Rock'n'Roll Man";"Johnny Hallyday";1974;0;0;2013-05-21
"Rock'n'Roll Man (Théâtre De Paris 2013)";"Johnny Hallyday";2013;0;0;2014-04-24
Rock-A-Billy;"The Bellamy Brothers";1984;0;0;2012-08-16
Rock-Paper-Scissors;Katzenjammer;2011;0;0;2012-10-17
"Rockabilly Rebel";Matchbox;1979;0;0;2012-09-08
"Rockafeller Skank";"Fatboy Slim";1999;0;0;2011-11-09
Rockamadour;"Gérard Blanchard";1982;0;0;2012-04-27
Rocket;Goldfrapp;2010;0;0;2011-05-31
"Rocket Man (I Think It's Going To Be a Long, Long Time)";"Elton John";1972;0;0;2011-10-20
Rocketeer;"Far East Movement";2010;0;0;2011-05-30
Rockferry;Duffy;2007;0;0;2011-05-31
"Rockin' All Over the World";"John Fogerty";1975;0;0;2012-01-27
"Rockin' All Over The World";"Status Quo";1977;0;0;2011-05-30
"Rockin' Around The Christmas Tree";"Brenda Lee";1964;0;0;2007-11-16
"Rockin' Around The Christmas Tree";"Miley Cyrus";2006;0;0;2011-05-30
"Rockin' Around The Christmas Tree";"Tony Bennett";1960;0;0;2012-01-08
"Rockin' Chair";"Hoagy Carmichael";1932;0;0;2012-09-17
"Rockin' My Life Away";"Jerry Lee Lewis";1979;0;0;2012-01-27
"Rockin' Pneumonia And The Boogie Woogie Flu";"Johnny Rivers";1972;0;0;2012-01-02
"Rockin' Robin";"The Jackson 5";1972;0;0;2011-11-10
"Rockin' Robin";"Bobby Day";1958;0;0;2011-05-30
"Rockin' The Beer Gut";"Trailer Choir";2009;0;0;2011-05-31
Rocks;"Primal Scream";1994;0;0;2011-05-30
"Rocks In Your Shoes";"Emily West";2008;0;0;2012-04-20
"Rocks Instead Of Rice";"Kellie Pickler";2008;0;0;2011-05-31
Rockstar;"A Great Big World";2014;0;0;2014-05-20
"Rockstar 101";Rihanna;2009;0;0;2011-05-30
Rocky;"Frank Farian";1976;0;0;2013-12-03
"Rocky Mountain High";"John Denver";1972;0;0;2012-04-23
"Rocky Mountain Way";"Joe Walsh";1973;0;0;2012-01-10
"Rocky Road To Dublin";"The Dubliners";1964;0;0;2013-01-16
"Roll Over Beethoven";"Chuck Berry";1956;0;0;2012-02-07
"Roll Over Beethoven";"The Beatles";1964;0;0;2011-12-13
"Roll With Me";"Montgomery Gentry";2008;0;0;2012-06-01
"Roller Coaster";"Luke Bryan";2013;0;0;2014-01-11
Rollerblades;"Eliza Doolittle";2010;0;0;2011-05-30
Rollercoaster;B-Witched;1998;0;0;2011-11-16
"Rollin' (The Ballad Of Big & Rich)";"Big & Rich";2005;0;0;2013-07-25
"Rollin' In My Sweet Baby's Arms";"Buck Owens";1971;0;0;2011-05-30
"Rollin' With The Flow";"Mark Chesnutt";2008;0;0;2011-07-15
"Rolling Home";"Status Quo";1976;0;0;2012-10-09
"Rolling In The Deep";"Boyce Avenue";2011;0;0;2011-09-19
"Rolling In The Deep";Glee;2011;0;0;2011-08-08
"Rolling In The Deep";Adele;2010;0;0;2011-09-05
"Rolling In The Deep (Acoustic)";Adele;2010;0;0;2011-08-05
"Rolling In The Deep (live)";"Linkin Park";2011;0;0;2011-11-22
"Rolling In The Deep (ReMixed)";Adele;2011;0;0;2013-01-30
Romantic;"Karyn White";1990;0;0;2013-12-07
Romanza;"Andrea Bocelli";1996;0;0;2013-07-22
"Rome Wasn't Built In A Day";Morcheeba;2000;0;0;2011-10-16
"Romeo And Juliet";"Stacy Earl";1992;1;0;2013-12-04
Ronan;"Taylor Swift";2012;0;0;2012-11-21
Rood;"Marco Borsato";2006;0;0;2011-10-26
"Roof Garden";"Al Jarreau";1981;0;0;2011-05-30
"Rooftops (A Liberation Broadcast)";Lostprophets;2006;0;0;2011-05-31
"Room Full Of Roses";"Mickey Gilley";1974;0;0;2012-10-19
"Room With A View";"Tony Carey";1988;0;0;2013-04-03
"Roots Before Branches";Glee;2012;0;0;2012-08-11
Rosalie;"Thin Lizzy";1975;0;0;2012-08-02
Rosalie;Carlos;1978;0;0;2013-06-14
Rosamunde;Heino;1973;0;0;2012-04-05
"Rosamunde (DE)";"Dennie Christian";1975;0;0;2012-04-05
"Rosamunde (NL)";"Dennie Christian";1975;0;0;2011-06-28
Rosanna;Toto;1982;0;0;2011-05-31
Rosanne;"Nick & Simon";2007;0;0;2012-01-31
"Rose A Lee";Smokie;1995;0;0;2013-03-16
"Rose Colored Glasses";"John Conlee";1978;0;0;2012-08-23
"Rose Garden";"Lynn Anderson";1970;0;0;2011-05-31
"Rose In Paradise";"Waylon Jennings";1987;0;0;2011-05-31
"Rose Of Cimarron";Poco;1976;0;0;2011-10-09
"Rose Of My Heart";"Robert Mizzell";2009;0;0;2014-02-17
"Rose rosse";"Massimo Ranieri";1969;0;0;2012-08-09
"Roses Are Red (My Love)";"Bobby Vinton";1962;0;0;2013-03-29
"Roses In The Snow";"Emmylou Harris";2002;0;0;2012-06-04
Rosetta;"Christian Delagrange";1972;0;0;2013-06-04
Rossignol;"Luis Mariano";1960;0;0;2013-09-16
Rosso;Cérena;2004;0;0;2013-08-26
"Rote Lippen soll man küssen";"Gus Backus";1964;0;0;2012-07-18
"Rote rosen, rote lippen, roter wein";"René Carol";1953;0;0;2013-07-24
"Rough Boy";"ZZ Top";1986;0;0;2011-05-30
"Rough Landing, Holly";Yellowcard;2006;0;0;2011-11-09
"Roulez bourrés";"Au Bonheur des Dames";1988;0;0;2011-11-25
"Round And Round";"Selena Gomez";2010;0;0;2011-05-31
"Round Here";"George Michael";2004;0;0;2013-12-01
"Round Here";"Florida Georgia Line";2013;0;0;2013-07-30
"Round Round";Sugababes;2002;0;0;2013-11-08
"Route 66";"The Rolling Stones";1964;0;0;2011-08-04
"Route 66";"Chuck Berry";1961;0;0;2012-01-04
"Route 66";"John Mayer";2006;0;0;2012-05-04
"Route 66";"Brian Setzer";1994;0;0;2011-11-02
"Route 66";"1940s Standards";1946;0;0;2011-09-24
"Route 66";"Natalie Cole";1991;0;0;2011-05-31
"Row Row Row Your Boat";"Children's Chorus";1852;0;0;2011-05-31
Roxanne;"Sofia Essaidi";2007;0;0;2011-09-03
Roxanne;"George Michael";1999;0;0;2011-05-31
Roxanne;"The Police";1978;0;0;2011-05-31
"Roxanne '97";"The Police";1997;0;0;2011-09-03
Royals;Lorde;2013;0;0;2013-07-12
"Rubber Biscuit";"The Blues Brothers";1978;0;0;2011-07-02
"Rubberband Girl";"Kate Bush";1993;0;0;2011-05-31
"Rubberneckin' Remix";"Elvis Presley";2003;0;0;2011-05-30
Ruby;"Kaiser Chiefs";2007;0;0;2011-05-30
"Ruby Baby";Dion;1963;0;0;2011-05-31
"Ruby Tuesday";"The Rolling Stones";1967;0;0;2012-01-22
"Ruby, Don't Take Your Love To Town";"Kenny Rogers";1969;0;0;2012-01-25
Rude;MAGIC!;2013;0;0;2014-01-20
"Rude Boy";Rihanna;2009;0;0;2011-05-30
Rudebox;"Robbie Williams";2006;0;0;2012-06-08
"Rudolph The Red Nosed Reindeer";"Frank Sinatra";1949;0;0;2011-05-31
"Rudolph The Red Nosed Reindeer";"The Crystals";1963;0;0;2011-11-20
"Rudolph The Red-Nosed Reindeer";"Alan Jackson";1996;0;0;2011-05-31
"Rue des étoiles";Grégoire;2008;0;0;2011-05-30
"Rue fontaine";"Marc Lavoine";1989;0;0;2012-05-11
"Rule The World";"Take That";2007;0;0;2008-08-25
"Rum And Coca Cola";"The Andrews Sisters";1945;0;0;2011-06-28
"Rum Tum Tugger";Cats;1982;0;0;2011-05-31
Rumore;"Raffaella Carrà";1974;0;0;2013-06-12
"Rump Shaker";Wreckx-n-Effect;1992;0;0;2012-03-05
